entry_id,employee_id,project_id,job_id,date,hours_regular,hours_overtime,cost,notes
TE-6BA73C58,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-01,8.0,2.0,363.0,Framing work
TE-52CBF6B9,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-04,8.0,1.0,313.5,Framing work
TE-6ABB1842,EMP-002,PROJ-0B34E038,JOB-C0C11B60,2024-03-04,4.5,0.0,190.08,Framing work
TE-0F4E01C9,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-04,8.0,2.0,246.84,Framing work
TE-A745C07A,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-05,8.0,2.0,246.84,Framing work
TE-4610812D,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-05,8.0,2.0,377.52,Framing work
TE-CF81642B,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-06,7.0,0.0,231.0,Framing work
TE-564EAC17,EMP-002,PROJ-0B34E038,JOB-C0C11B60,2024-03-06,4.5,0.0,190.08,Framing work
TE-401FF37D,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-06,6.5,0.0,223.08,Framing work
TE-174621EC,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-07,8.0,2.0,246.84,Framing work
TE-4B229983,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-07,6.5,0.0,223.08,Framing work
TE-8F6A9D51,EMP-002,PROJ-0B34E038,JOB-C0C11B60,2024-03-07,7.0,0.0,295.68,Framing work
TE-EC37CBBA,EMP-002,PROJ-0B34E038,JOB-C0C11B60,2024-03-08,6.0,0.0,253.44,Framing work
TE-D06FF155,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-08,8.0,0.5,300.3,Framing work
TE-8E754668,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-08,8.0,1.5,230.01,Framing work
TE-A7AC053F,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-11,8.0,2.0,246.84,Framing work
TE-52E56639,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-12,8.0,0.0,264.0,Framing work
TE-DC123B66,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-12,6.5,0.0,223.08,Framing work
TE-347EC2D8,EMP-002,PROJ-0B34E038,JOB-C0C11B60,2024-03-12,4.5,0.0,190.08,Framing work
TE-5B367E54,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-13,8.0,2.0,377.52,Framing work
TE-61D03754,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-13,8.0,2.0,246.84,Framing work
TE-7252FF15,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-14,8.0,2.0,246.84,Framing work
TE-C83F14C5,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-14,6.5,0.0,214.5,Framing work
TE-FF88B4A4,EMP-003,PROJ-0B34E038,JOB-C0C11B60,2024-03-14,7.5,0.0,257.4,Framing work
TE-0EB10C66,EMP-004,PROJ-0B34E038,JOB-C0C11B60,2024-03-15,8.0,1.5,338.25,Framing work
TE-74965421,EMP-005,PROJ-0B34E038,JOB-C0C11B60,2024-03-15,8.0,2.0,246.84,Framing work
TE-CE460EFB,EMP-004,PROJ-0B34E038,JOB-5545F1A9,2024-03-15,8.0,1.0,313.5,Roofing & Sheathing work
TE-529136AD,EMP-002,PROJ-0B34E038,JOB-5545F1A9,2024-03-15,5.5,0.0,232.32,Roofing & Sheathing work
TE-FC3403BA,EMP-005,PROJ-0B34E038,JOB-5545F1A9,2024-03-15,8.0,2.0,246.84,Roofing & Sheathing work
TE-8F93C114,EMP-003,PROJ-0B34E038,JOB-5545F1A9,2024-03-18,8.0,2.0,377.52,Roofing & Sheathing work
TE-64672745,EMP-002,PROJ-0B34E038,JOB-5545F1A9,2024-03-19,8.0,2.0,464.64,Roofing & Sheathing work
TE-915CDF73,EMP-005,PROJ-0B34E038,JOB-5545F1A9,2024-03-20,8.0,2.0,246.84,Roofing & Sheathing work
TE-AE48DC27,EMP-005,PROJ-0B34E038,JOB-5545F1A9,2024-03-21,8.0,2.0,246.84,Roofing & Sheathing work
TE-4E73EB04,EMP-003,PROJ-0B34E038,JOB-9E273CCF,2024-03-21,4.5,0.0,154.44,Windows & Exterior Doors work
TE-F0803235,EMP-004,PROJ-0B34E038,JOB-9E273CCF,2024-03-21,3.5,0.0,115.5,Windows & Exterior Doors work
TE-F82DE920,EMP-005,PROJ-0B34E038,JOB-9E273CCF,2024-03-21,4.5,0.0,100.98,Windows & Exterior Doors work
TE-D7AE890D,EMP-003,PROJ-0B34E038,JOB-9E273CCF,2024-03-22,5.0,0.0,171.6,Windows & Exterior Doors work
TE-23BC7386,EMP-004,PROJ-0B34E038,JOB-9E273CCF,2024-03-22,7.0,0.0,231.0,Windows & Exterior Doors work
TE-00A7CF40,EMP-005,PROJ-0B34E038,JOB-9E273CCF,2024-03-25,8.0,2.0,246.84,Windows & Exterior Doors work
TE-75C7E010,EMP-004,PROJ-0B34E038,JOB-9E273CCF,2024-03-26,4.0,0.0,132.0,Windows & Exterior Doors work
TE-DCA3ABE5,EMP-005,PROJ-0B34E038,JOB-9E273CCF,2024-03-26,7.5,0.0,168.3,Windows & Exterior Doors work
TE-02E6EA2D,EMP-003,PROJ-0B34E038,JOB-9E273CCF,2024-03-26,3.0,0.0,102.96,Windows & Exterior Doors work
TE-F9980680,EMP-004,PROJ-0B34E038,JOB-9E273CCF,2024-03-27,3.5,0.0,115.5,Windows & Exterior Doors work
TE-910EDF03,EMP-003,PROJ-0B34E038,JOB-9E273CCF,2024-03-27,3.5,0.0,120.12,Windows & Exterior Doors work
TE-6CCCC58D,EMP-002,PROJ-0B34E038,JOB-9E273CCF,2024-03-27,4.0,0.0,168.96,Windows & Exterior Doors work
TE-E0922E1A,EMP-005,PROJ-0B34E038,JOB-9A84E172,2024-04-09,5.0,0.0,112.2,Insulation work
TE-A9AEE90F,EMP-002,PROJ-0B34E038,JOB-9A84E172,2024-04-09,3.5,0.0,147.84,Insulation work
TE-F8FDBA4B,EMP-003,PROJ-0B34E038,JOB-9A84E172,2024-04-09,3.5,0.0,120.12,Insulation work
TE-F383284F,EMP-003,PROJ-0B34E038,JOB-9A84E172,2024-04-10,8.0,2.0,377.52,Insulation work
TE-8B71C9C1,EMP-004,PROJ-0B34E038,JOB-9A84E172,2024-04-11,6.0,0.0,198.0,Insulation work
TE-9F0F3A94,EMP-002,PROJ-0B34E038,JOB-9A84E172,2024-04-11,5.0,0.0,211.2,Insulation work
TE-76B1F7AB,EMP-003,PROJ-0B34E038,JOB-9A84E172,2024-04-12,3.0,0.0,102.96,Insulation work
TE-B6D9613A,EMP-002,PROJ-0B34E038,JOB-9A84E172,2024-04-12,2.5,0.0,105.6,Insulation work
TE-00C7B857,EMP-004,PROJ-0B34E038,JOB-9A84E172,2024-04-12,3.0,0.0,99.0,Insulation work
TE-C6A28666,EMP-002,PROJ-0B34E038,JOB-49E979A2,2024-04-12,8.0,2.0,464.64,Drywall work
TE-824EF9DC,EMP-002,PROJ-0B34E038,JOB-49E979A2,2024-04-15,7.0,0.0,295.68,Drywall work
TE-572222D3,EMP-004,PROJ-0B34E038,JOB-49E979A2,2024-04-15,8.0,2.0,363.0,Drywall work
TE-F2D7EAC1,EMP-003,PROJ-0B34E038,JOB-49E979A2,2024-04-15,8.0,2.0,377.52,Drywall work
TE-DC7322D4,EMP-002,PROJ-0B34E038,JOB-49E979A2,2024-04-16,8.0,2.0,464.64,Drywall work
TE-9B86F73C,EMP-004,PROJ-0B34E038,JOB-49E979A2,2024-04-16,8.0,2.0,363.0,Drywall work
TE-BB8D87B0,EMP-004,PROJ-0B34E038,JOB-49E979A2,2024-04-17,8.0,2.0,363.0,Drywall work
TE-BFE60398,EMP-004,PROJ-0B34E038,JOB-BF557810,2024-04-17,8.0,2.0,363.0,Paint work
TE-7492B5B3,EMP-005,PROJ-0B34E038,JOB-BF557810,2024-04-17,8.0,2.0,246.84,Paint work
TE-74BB1AA7,EMP-002,PROJ-0B34E038,JOB-BF557810,2024-04-17,6.5,0.0,274.56,Paint work
TE-B45E560E,EMP-005,PROJ-0B34E038,JOB-BF557810,2024-04-18,8.0,2.0,246.84,Paint work
TE-6B0AB108,EMP-004,PROJ-0B34E038,JOB-BF557810,2024-04-18,8.0,2.0,363.0,Paint work
TE-2D85DD11,EMP-005,PROJ-0B34E038,JOB-BF557810,2024-04-19,8.0,2.0,246.84,Paint work
TE-8B4CB3F4,EMP-004,PROJ-0B34E038,JOB-BF557810,2024-04-19,7.5,0.0,247.5,Paint work
TE-E470C9A2,EMP-002,PROJ-0B34E038,JOB-BF557810,2024-04-19,6.0,0.0,253.44,Paint work
TE-9D1E81F1,EMP-002,PROJ-0B34E038,JOB-3FF1C062,2024-04-22,8.0,2.0,464.64,Trim & Finish Carpentry work
TE-22DE0C41,EMP-004,PROJ-0B34E038,JOB-3FF1C062,2024-04-23,8.0,2.0,363.0,Trim & Finish Carpentry work
TE-3464FDE2,EMP-003,PROJ-0B34E038,JOB-3FF1C062,2024-04-23,8.0,0.0,274.56,Trim & Finish Carpentry work
TE-B0403999,EMP-002,PROJ-0B34E038,JOB-3FF1C062,2024-04-23,8.0,0.0,337.92,Trim & Finish Carpentry work
TE-5DDB423F,EMP-002,PROJ-0B34E038,JOB-3FF1C062,2024-04-24,8.0,0.0,337.92,Trim & Finish Carpentry work
TE-20FAB136,EMP-004,PROJ-0B34E038,JOB-3FF1C062,2024-04-24,7.5,0.0,247.5,Trim & Finish Carpentry work
TE-08B35C4E,EMP-005,PROJ-0B34E038,JOB-3FF1C062,2024-04-24,8.0,2.0,246.84,Trim & Finish Carpentry work
TE-8CFD7AF9,EMP-002,PROJ-0B34E038,JOB-3FF1C062,2024-04-25,6.0,0.0,253.44,Trim & Finish Carpentry work
TE-65DAB9B1,EMP-003,PROJ-0B34E038,JOB-3FF1C062,2024-04-25,8.0,0.5,300.3,Trim & Finish Carpentry work
TE-02578C2E,EMP-004,PROJ-0B34E038,JOB-3FF1C062,2024-04-25,8.0,0.0,264.0,Trim & Finish Carpentry work
TE-136C808C,EMP-004,PROJ-0B34E038,JOB-EE9D38E9,2024-04-25,8.0,2.0,363.0,Flooring work
TE-9DA73F01,EMP-003,PROJ-0B34E038,JOB-EE9D38E9,2024-04-25,7.5,0.0,257.4,Flooring work
TE-93014ACC,EMP-004,PROJ-0B34E038,JOB-EE9D38E9,2024-04-26,7.0,0.0,231.0,Flooring work
TE-025836ED,EMP-005,PROJ-0B34E038,JOB-EE9D38E9,2024-04-26,8.0,2.0,246.84,Flooring work
TE-2CC18922,EMP-002,PROJ-0B34E038,JOB-EE9D38E9,2024-04-26,4.0,0.0,168.96,Flooring work
TE-CCD768CD,EMP-005,PROJ-0B34E038,JOB-EE9D38E9,2024-04-29,8.0,2.0,246.84,Flooring work
TE-37D51161,EMP-004,PROJ-0B34E038,JOB-EE9D38E9,2024-04-29,8.0,2.0,363.0,Flooring work
TE-6ED9DF4E,EMP-003,PROJ-0B34E038,JOB-EE9D38E9,2024-04-30,4.5,0.0,154.44,Flooring work
TE-4CFF230C,EMP-005,PROJ-0B34E038,JOB-EE9D38E9,2024-04-30,7.5,0.0,168.3,Flooring work
TE-EA7A304A,EMP-002,PROJ-0B34E038,JOB-EE9D38E9,2024-04-30,6.0,0.0,253.44,Flooring work
TE-5DD86675,EMP-002,PROJ-0B34E038,JOB-FB13434D,2024-04-30,5.5,0.0,232.32,Cleanup & Punch work
TE-583FA3B2,EMP-004,PROJ-0B34E038,JOB-FB13434D,2024-04-30,7.5,0.0,247.5,Cleanup & Punch work
TE-B8F3C95C,EMP-003,PROJ-0B34E038,JOB-FB13434D,2024-04-30,4.5,0.0,154.44,Cleanup & Punch work
TE-BA1C8B17,EMP-004,PROJ-0B34E038,JOB-FB13434D,2024-05-01,5.0,0.0,165.0,Cleanup & Punch work
TE-28A0E39E,EMP-005,PROJ-0B34E038,JOB-FB13434D,2024-05-01,8.0,2.0,246.84,Cleanup & Punch work
TE-78462EC2,EMP-002,PROJ-0B34E038,JOB-FB13434D,2024-05-01,4.5,0.0,190.08,Cleanup & Punch work
TE-9F8C1E89,EMP-002,PROJ-B719F4A7,JOB-FC451BBF,2024-04-25,5.5,0.0,232.32,Demolition work
TE-A6F6A153,EMP-004,PROJ-B719F4A7,JOB-FC451BBF,2024-04-25,8.0,1.0,313.5,Demolition work
TE-BE9A9B0F,EMP-005,PROJ-B719F4A7,JOB-FC451BBF,2024-04-25,8.0,2.0,246.84,Demolition work
TE-41DE9EF5,EMP-004,PROJ-B719F4A7,JOB-FC451BBF,2024-04-26,8.0,2.0,363.0,Demolition work
TE-4866CD47,EMP-002,PROJ-B719F4A7,JOB-FC451BBF,2024-04-26,8.0,1.5,432.96,Demolition work
TE-FB840C01,EMP-004,PROJ-B719F4A7,JOB-97F4653A,2024-05-06,8.0,2.0,363.0,Cement Board & Waterproofing work
TE-F27980B2,EMP-002,PROJ-B719F4A7,JOB-41A8643C,2024-05-13,5.0,0.0,211.2,Vanity & Fixtures work
TE-8236AFCA,EMP-003,PROJ-B719F4A7,JOB-41A8643C,2024-05-14,3.0,0.0,102.96,Vanity & Fixtures work
TE-B302FA9B,EMP-002,PROJ-B719F4A7,JOB-41A8643C,2024-05-14,2.0,0.0,84.48,Vanity & Fixtures work
TE-F5DBEB75,EMP-004,PROJ-B719F4A7,JOB-41A8643C,2024-05-14,2.0,0.0,66.0,Vanity & Fixtures work
TE-5BAE83C4,EMP-002,PROJ-B719F4A7,JOB-41A8643C,2024-05-15,2.0,0.0,84.48,Vanity & Fixtures work
TE-D8D972B6,EMP-005,PROJ-B719F4A7,JOB-41A8643C,2024-05-15,3.0,0.0,67.32,Vanity & Fixtures work
TE-32D10573,EMP-004,PROJ-B719F4A7,JOB-41A8643C,2024-05-15,2.5,0.0,82.5,Vanity & Fixtures work
TE-A1289544,EMP-003,PROJ-B719F4A7,JOB-41A8643C,2024-05-16,2.0,0.0,68.64,Vanity & Fixtures work
TE-AA6DA302,EMP-004,PROJ-B719F4A7,JOB-41A8643C,2024-05-16,3.0,0.0,99.0,Vanity & Fixtures work
TE-5F076883,EMP-002,PROJ-B719F4A7,JOB-41A8643C,2024-05-16,1.5,0.0,63.36,Vanity & Fixtures work
TE-02BB07C3,EMP-005,PROJ-B719F4A7,JOB-6372005A,2024-05-16,7.0,0.0,157.08,Paint work
TE-E908EE95,EMP-003,PROJ-B719F4A7,JOB-6372005A,2024-05-16,4.0,0.0,137.28,Paint work
TE-28231727,EMP-002,PROJ-B719F4A7,JOB-6372005A,2024-05-16,3.5,0.0,147.84,Paint work
TE-AA0B6A44,EMP-002,PROJ-B719F4A7,JOB-6372005A,2024-05-17,3.0,0.0,126.72,Paint work
TE-75232A61,EMP-004,PROJ-B719F4A7,JOB-6372005A,2024-05-17,4.5,0.0,148.5,Paint work
TE-2E97FD70,EMP-003,PROJ-B719F4A7,JOB-6372005A,2024-05-17,4.5,0.0,154.44,Paint work
TE-6559797E,EMP-002,PROJ-B719F4A7,JOB-200C2A30,2024-05-17,8.0,2.0,464.64,Final Cleanup & Punch work
TE-8B3CD5EF,EMP-002,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-15,8.0,2.0,464.64,Demolition work
TE-FF17B0E6,EMP-005,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-15,8.0,2.0,246.84,Demolition work
TE-A71FED50,EMP-004,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-16,8.0,2.0,363.0,Demolition work
TE-5732931E,EMP-003,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-16,8.0,2.0,377.52,Demolition work
TE-E0D0CFA5,EMP-002,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-17,8.0,2.0,464.64,Demolition work
TE-5DE53706,EMP-005,PROJ-548ABFA2,JOB-B5B0AFE6,2024-04-17,8.0,2.0,246.84,Demolition work
TE-743338C4,EMP-004,PROJ-548ABFA2,JOB-F351835C,2024-04-30,5.5,0.0,181.5,Cement Board & Waterproofing work
TE-080D4407,EMP-005,PROJ-548ABFA2,JOB-F351835C,2024-04-30,5.0,0.0,112.2,Cement Board & Waterproofing work
TE-F9552871,EMP-003,PROJ-548ABFA2,JOB-F351835C,2024-04-30,3.5,0.0,120.12,Cement Board & Waterproofing work
TE-AEA9A05A,EMP-005,PROJ-548ABFA2,JOB-F351835C,2024-05-01,8.0,0.0,179.52,Cement Board & Waterproofing work
TE-C16BED10,EMP-003,PROJ-548ABFA2,JOB-F351835C,2024-05-01,3.5,0.0,120.12,Cement Board & Waterproofing work
TE-843466AD,EMP-004,PROJ-548ABFA2,JOB-F351835C,2024-05-01,4.5,0.0,148.5,Cement Board & Waterproofing work
TE-DCDF39B6,EMP-002,PROJ-548ABFA2,JOB-F351835C,2024-05-02,8.0,2.0,464.64,Cement Board & Waterproofing work
TE-5C6D65E3,EMP-003,PROJ-548ABFA2,JOB-F351835C,2024-05-03,5.0,0.0,171.6,Cement Board & Waterproofing work
TE-0F84761C,EMP-005,PROJ-548ABFA2,JOB-F351835C,2024-05-03,8.0,0.5,196.35,Cement Board & Waterproofing work
TE-85EF84E1,EMP-004,PROJ-548ABFA2,JOB-F351835C,2024-05-03,4.0,0.0,132.0,Cement Board & Waterproofing work
TE-48381ABA,EMP-002,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-15,1.5,0.0,63.36,Vanity & Fixtures work
TE-0F8ACD8F,EMP-005,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-15,4.0,0.0,89.76,Vanity & Fixtures work
TE-6875B64C,EMP-004,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-15,3.0,0.0,99.0,Vanity & Fixtures work
TE-F42B63A1,EMP-003,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-16,3.5,0.0,120.12,Vanity & Fixtures work
TE-228CB377,EMP-004,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-16,3.5,0.0,115.5,Vanity & Fixtures work
TE-9FA7635B,EMP-002,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-17,6.5,0.0,274.56,Vanity & Fixtures work
TE-626C8BEA,EMP-005,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-20,6.0,0.0,134.64,Vanity & Fixtures work
TE-830AC456,EMP-003,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-20,4.5,0.0,154.44,Vanity & Fixtures work
TE-25FB07BC,EMP-002,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-21,3.5,0.0,147.84,Vanity & Fixtures work
TE-4C2D6295,EMP-005,PROJ-548ABFA2,JOB-2F5E40F0,2024-05-21,5.5,0.0,123.42,Vanity & Fixtures work
TE-A4A24225,EMP-003,PROJ-548ABFA2,JOB-2846BD2C,2024-05-21,4.0,0.0,137.28,Paint work
TE-8021E8E5,EMP-002,PROJ-548ABFA2,JOB-2846BD2C,2024-05-21,3.5,0.0,147.84,Paint work
TE-37EDE388,EMP-005,PROJ-548ABFA2,JOB-2846BD2C,2024-05-21,4.5,0.0,100.98,Paint work
TE-9D9C4DEB,EMP-004,PROJ-548ABFA2,JOB-2846BD2C,2024-05-22,3.0,0.0,99.0,Paint work
TE-1DB19AA3,EMP-005,PROJ-548ABFA2,JOB-2846BD2C,2024-05-22,5.0,0.0,112.2,Paint work
TE-F3ABDB80,EMP-003,PROJ-548ABFA2,JOB-2846BD2C,2024-05-22,3.5,0.0,120.12,Paint work
TE-4506B406,EMP-003,PROJ-548ABFA2,JOB-2846BD2C,2024-05-23,4.0,0.0,137.28,Paint work
TE-1A8E029C,EMP-002,PROJ-548ABFA2,JOB-2846BD2C,2024-05-23,4.0,0.0,168.96,Paint work
TE-891AB4F8,EMP-003,PROJ-548ABFA2,JOB-6461F9E2,2024-05-23,7.0,0.0,240.24,Final Cleanup & Punch work
TE-7C45F21D,EMP-004,PROJ-548ABFA2,JOB-6461F9E2,2024-05-23,7.0,0.0,231.0,Final Cleanup & Punch work
TE-F71169C6,EMP-002,PROJ-548ABFA2,JOB-6461F9E2,2024-05-23,4.5,0.0,190.08,Final Cleanup & Punch work
TE-5EA06317,EMP-002,PROJ-2BD4EB76,JOB-4F63CB12,2024-04-15,4.0,0.0,168.96,Labor work
TE-22A87C45,EMP-004,PROJ-2BD4EB76,JOB-4F63CB12,2024-04-15,6.0,0.0,198.0,Labor work
TE-C4F5DF4A,EMP-002,PROJ-2BD4EB76,JOB-4F63CB12,2024-04-16,8.0,2.0,464.64,Labor work
TE-AAE1094A,EMP-005,PROJ-2BD4EB76,JOB-4F63CB12,2024-04-17,8.0,2.0,246.84,Labor work
TE-6AE09578,EMP-003,PROJ-B7191EAB,JOB-0E35ED26,2024-05-13,7.0,0.0,240.24,Labor work
TE-21D6E4DC,EMP-005,PROJ-B7191EAB,JOB-0E35ED26,2024-05-13,8.0,0.0,179.52,Labor work
TE-988065DD,EMP-004,PROJ-B7191EAB,JOB-0E35ED26,2024-05-14,3.5,0.0,115.5,Labor work
TE-88DF65C4,EMP-005,PROJ-B7191EAB,JOB-0E35ED26,2024-05-14,5.5,0.0,123.42,Labor work
TE-A38EB3D9,EMP-003,PROJ-B7191EAB,JOB-0E35ED26,2024-05-14,4.0,0.0,137.28,Labor work
TE-01E12F98,EMP-005,PROJ-8BF7C356,JOB-CFDC2A7A,2024-06-14,8.0,2.0,246.84,Labor work
TE-036DBAF4,EMP-002,PROJ-8BF7C356,JOB-CFDC2A7A,2024-06-14,7.5,0.0,316.8,Labor work
TE-51C8A15E,EMP-005,PROJ-0A179D7B,JOB-7311C2EE,2024-06-24,8.0,2.0,246.84,Site Work & Excavation work
TE-05A46210,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-06-24,8.0,2.0,377.52,Site Work & Excavation work
TE-2FE8AD51,EMP-004,PROJ-0A179D7B,JOB-7311C2EE,2024-06-24,8.0,2.0,363.0,Site Work & Excavation work
TE-FC390B2F,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-06-25,8.0,2.0,464.64,Site Work & Excavation work
TE-C1864C60,EMP-004,PROJ-0A179D7B,JOB-7311C2EE,2024-06-25,8.0,2.0,363.0,Site Work & Excavation work
TE-C5BCB3FD,EMP-005,PROJ-0A179D7B,JOB-7311C2EE,2024-06-26,8.0,2.0,246.84,Site Work & Excavation work
TE-ED106D7F,EMP-004,PROJ-0A179D7B,JOB-7311C2EE,2024-06-26,8.0,2.0,363.0,Site Work & Excavation work
TE-A03A01BA,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-06-26,8.0,2.0,377.52,Site Work & Excavation work
TE-46670AFC,EMP-004,PROJ-0A179D7B,JOB-7311C2EE,2024-06-27,8.0,2.0,363.0,Site Work & Excavation work
TE-1C1C78F9,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-06-27,8.0,2.0,377.52,Site Work & Excavation work
TE-161630EE,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-06-28,8.0,2.0,377.52,Site Work & Excavation work
TE-EBCE0F9F,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-06-28,8.0,2.0,464.64,Site Work & Excavation work
TE-462021C0,EMP-004,PROJ-0A179D7B,JOB-7311C2EE,2024-06-28,8.0,2.0,363.0,Site Work & Excavation work
TE-47EF797D,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-07-01,8.0,2.0,377.52,Site Work & Excavation work
TE-D43CA2D1,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-07-01,8.0,2.0,464.64,Site Work & Excavation work
TE-02568F82,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-07-02,8.0,2.0,464.64,Site Work & Excavation work
TE-54375945,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-07-03,8.0,2.0,464.64,Site Work & Excavation work
TE-ECE0D26D,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-07-03,8.0,2.0,377.52,Site Work & Excavation work
TE-7D10C046,EMP-003,PROJ-0A179D7B,JOB-7311C2EE,2024-07-04,8.0,2.0,377.52,Site Work & Excavation work
TE-B6A6439F,EMP-005,PROJ-0A179D7B,JOB-7311C2EE,2024-07-05,8.0,2.0,246.84,Site Work & Excavation work
